tanggal;wp_id;omzet_est;tarif;expected_tax;paid_tax;ratio_paid_expected;month;sector_name;kec_code
01/07/2025;1199;801.463.849.372.365;0.02534773504543978;2.261.323.573.211.720;14.416.210.773.495.500;0.6375120723223375;7;sector_reklame;57
02/07/2025;1239;4.019.145.704.836.970;0.09076771450703564;4.109.671.680.881.790;28.653.211.076.840.100;6.972.141.159.142.940;7;sector_hotel;10
03/07/2025;1913;24.223.351.606.638.400;0.0690531482662698;6.274.030.384.727.640;16.777.956.911.759.600;267.419.121.090.023;7;sector_hotel;22
04/07/2025;1691;24.804.858.828.103.300;0.08936693207386145;560.854.985.885.723;5.972.811.716.644.480;10.649.476.008.868.800;7;sector_hotel;89
05/07/2025;1943;3.472.720.197.589.140;0.053675264539917854;4.953.969.434.214.540;8.473.769.213.475.940;0.017105009076059156;7;sector_parkir;79
06/07/2025;1682;2.105.514.114.976.990;0.05878300105874819;9.500.809.548.501.910;24.088.732.888.150.900;0.2535440034365205;7;sector_hotel;77
07/07/2025;1294;8.846.745.792.544.290;0.09271344493258041;1.035.768.807.928.340;32.160.414.154.564.900;0.3104979982829319;7;sector_parkir;8
08/07/2025;1511;9.065.249.740.947.380;0.09099185890192046;11.516.495.668.966.800;4.846.057.390.797.320;0.4207927072690896;7;sector_hotel;21
09/07/2025;1688;14.238.153.927.021.100;0.050334478603210185;10.085.178.633.364.700;7.859.985.072.751.830;7.793.600.250.915.450;7;sector_hotel;85
10/07/2025;1880;4.459.389.893.756.420;0.03469713684721136;17.084.662.336.559.200;684.784.302.230.685;4.008.181.658.734.480;7;sector_hotel;22
11/07/2025;1395;360.541.380.299.975;0.04538533911078378;21.544.747.630.893.400;13.281.860.357.825.600;0.6164778806125607;7;sector_parkir;97
12/07/2025;1748;1.639.052.041.303.450;0.04489878956767748;18.611.882.410.246.300;5.483.280.918.956.770;29.461.183.979.639.100;7;sector_hotel;45
13/07/2025;1137;3.742.054.492.733.920;0.03581801874845146;14.497.095.205.395.100;13.756.388.578.710.100;0.09489065487816227;7;sector_reklame;91
14/07/2025;1838;21.444.149.956.221.500;0.034172164389966994;5.480.525.629.833.630;5.871.722.604.363.970;10.713.794.626.560.600;7;sector_hotel;40
15/07/2025;1877;4.785.567.924.845.240;0.08749566428317475;573.275.304.570.686;46.413.797.700.626.300;0.8096249276843467;7;sector_parkir;22
16/07/2025;1822;1.969.853.508.215.210;0.016287572861619554;21.434.505.478.590.900;9.633.872.436.440.520;4.494.562.492.268.800;7;sector_parkir;30
17/07/2025;1128;914.536.867.981.598;0.07098500638896348;10.316.922.688.578.500;23.856.744.181.261.800;0.23123895469016786;7;sector_reklame;62
18/07/2025;1048;28.094.982.325.668.100;0.025553804631080708;3.425.807.029.279.780;5.458.077.493.052.310;15.932.238.583.209.900;7;sector_restoran;73
19/07/2025;1675;2.394.219.838.947.670;0.041005530405465694;39.680.564.933.253.300;9.268.003.543.965.740;23.356.531.237.787.100;7;sector_reklame;45
20/07/2025;1788;1.231.075.046.371.020;0.015538873072135318;42.529.525.020.836.500;32.204.048.871.662.300;757.216.283.414.511;7;sector_reklame;35
21/07/2025;1292;3.241.628.763.744.880;0.03429762731699159;3.997.851.277.066.600;10.594.269.454.342.500;2.649.990.887.634.010;7;sector_parkir;82
22/07/2025;1627;15.111.913.268.624.300;0.07915789640055179;1.268.870.789.929.230;4.264.360.334.173.540;33.607.522.279.012.900;7;sector_hotel;42
23/07/2025;1535;6.412.123.801.402.090;0.08965137920925328;1.814.625.363.009.290;49.138.325.611.162.500;27.079.047.065.491.100;7;sector_hotel;5
24/07/2025;1310;356.115.229.683.266;0.029937443671213038;16.485.034.126.818.800;4.907.622.899.957.980;0.0029770171309345178;7;sector_restoran;27
25/07/2025;1536;15.252.220.011.101.100;0.05171930553330297;12.595.994.030.429;7.203.117.787.345.480;0.05718578279685134;7;sector_restoran;70
26/07/2025;1902;20.662.943.966.441.000;0.05232916431434858;5.982.541.525.176.200;7.274.749.951.383.060;0.01215996566136463;7;sector_restoran;62
27/07/2025;1638;6.147.342.802.126.010;0.08862177751837608;25.101.097.992.343.700;5.378.768.962.831.350;2.142.842.103.748.590;7;sector_restoran;32
28/07/2025;1233;9.238.595.866.457.590;0.0786519147588225;15.420.456.241.241.900;27.647.027.399.499.800;17.928.799.879.187.800;7;sector_reklame;8
29/07/2025;1208;14.446.901.496.264.600;0.056176949653124496;7.554.272.223.606.210;3.410.213.995.277.450;0.4514285286967735;7;sector_reklame;85
30/07/2025;1604;2.580.676.462.454.240;0.07036724804245961;1.739.570.267.725.160;14.104.717.673.127.200;810.816.207.589.706;7;sector_hotel;18
31/07/2025;1093;8.334.035.415.417.790;0.08626195485184301;18.271.148.617.609.400;10.148.768.355.273.100;555.453.221.232.733;7;sector_reklame;78
01/08/2025;1326;20.670.365.866.243.900;0.010858505862299046;29.792.673.754.101.900;4.766.045.368.086.780;159.973.737.416.924;8;sector_hotel;15
02/08/2025;1224;19.313.543.672.971.000;0.04626010279450438;48.132.289.330.085.900;943.952.126.821.021;0.19611619142972858;8;sector_hotel;26
03/08/2025;1966;4.108.432.031.734.990;0.09165188505493709;1.159.737.201.140.460;5.632.368.124.256.570;0.4856590026359231;8;sector_hotel;53
04/08/2025;1889;6.943.834.721.427.530;0.07662817277595563;1.357.269.993.296.470;3.218.819.036.893.280;0.23715392315390166;8;sector_hotel;44
05/08/2025;1791;457.527.659.931.028;0.058855723690066725;4.499.769.738.434.160;7.346.229.147.577.550;0.16325789039449617;8;sector_parkir;32
06/08/2025;1010;723.428.331.337.509;0.057668007433162013;15.621.204.500.161.300;35.498.468.320.184.300;22.724.539.788.092.300;8;sector_hotel;28
07/08/2025;1328;37.403.629.360.581.300;0.041299308784399406;7.391.321.131.148.990;7.978.121.010.766.850;10.793.903.916.777.300;8;sector_reklame;39
08/08/2025;1011;5.781.780.718.782.860;0.05684684802773631;15.270.202.191.302.700;5.507.140.380.647.260;0.3606461991566745;8;sector_reklame;32
09/08/2025;1034;547.393.843.375.766;0.0689844879517108;18.471.187.760.287.500;10.941.661.174.711.600;0.05923637026870515;8;sector_reklame;77
10/08/2025;1446;15.965.423.928.854.600;0.04765267345859139;10.725.532.276.054.700;349.560.727.868.464;325.914.573.628.085;8;sector_reklame;79
11/08/2025;1451;13.492.532.236.878.800;0.07427378317529566;30.091.781.551.489.400;50.120.658.738.992.200;0.16655929345104362;8;sector_parkir;18
12/08/2025;1739;10.510.362.972.422.600;0.08751090045343472;9.155.248.972.585.570;31.381.896.263.531.200;0.034277490822479;8;sector_restoran;70
13/08/2025;1219;10.070.761.096.365.800;0.023921636336637506;391.364.917.686.393;6.945.920.096.176.960;17.747.937.493.321.300;8;sector_restoran;11
14/08/2025;1440;48.791.724.145.237.500;0.050639232053568205;9.302.492.198.876.900;10.619.456.789.352.100;11.415.711.577.413.800;8;sector_hotel;32
15/08/2025;1652;8.796.464.543.093.330;0.04672180821565731;1.350.370.968.264.510;21.449.856.720.149.700;15.884.417.855.722.200;8;sector_hotel;20
16/08/2025;1534;2.936.573.816.103.290;0.07187183236447553;11.593.145.779.095.600;30.792.484.841.375.200;0.026560939910631656;8;sector_reklame;97
17/08/2025;1594;5.056.477.756.859.370;0.03248807187321365;1.036.759.045.406.690;17.906.871.492.409.100;17.271.970.350.048.500;8;sector_reklame;40
18/08/2025;1228;975.138.074.401.167;0.06762258234570487;11.942.274.593.525.300;14.049.778.397.648.700;11.764.742.376.017.700;8;sector_restoran;8
19/08/2025;1934;4.275.830.354.005.890;0.08897403175583393;12.489.727.469.318.000;4.902.794.900.263.650;0.3925461874414574;8;sector_restoran;35
20/08/2025;1343;9.202.495.654.826.440;0.04763184398142605;493.085.996.685.263;16.499.680.816.524.100;0.033462075433985376;8;sector_reklame;69
21/08/2025;1079;12.379.848.127.236.500;0.09199141299812981;9.589.030.508.621.470;30.739.330.349.478.300;0.03205676561550272;8;sector_hotel;99
22/08/2025;1352;1.926.566.488.923.470;0.09938473650401307;63.845.946.464.038.700;5.773.101.033.090.510;9.042.235.807.941.560;8;sector_parkir;78
23/08/2025;1395;9.506.031.024.068.150;0.01954828449531569;9.197.889.680.289.440;27.330.593.076.310.100;0.2971398225712365;8;sector_parkir;21
24/08/2025;1289;12.271.871.552.049.000;0.03097478691863728;1.498.984.068.001.140;11.744.289.665.043.400;7.834.832.881.649.080;8;sector_restoran;24
25/08/2025;1454;150.994.113.704.459;0.0955341776333884;8.776.598.593.735.520;37.840.480.652.792.400;43.115.200.323.507.800;8;sector_restoran;17
26/08/2025;1842;3.147.568.492.894.690;0.09624949178332481;18.904.454.246.287.800;3.212.486.521.253.000;16.993.278.300.450.400;8;sector_restoran;18
27/08/2025;1670;40.494.552.366.458.800;0.018793654784808267;3.112.238.233.007.470;10.504.750.633.244.600;0.0033753041530800647;8;sector_parkir;98
28/08/2025;1988;1.410.013.226.290.700;0.011349865033942301;2.335.319.264.116.400;13.260.724.508.858.300;5.678.334.741.042.660;8;sector_parkir;12
29/08/2025;1127;6.797.952.830.738.070;0.024499002093078003;10.960.860.480.688.400;1.556.277.373.003.300;0.01419849632923667;8;sector_reklame;16
30/08/2025;1701;19.653.104.266.381.200;0.09964115050440235;1.829.692.188.835.890;22.650.639.876.822.800;12.379.481.103.449.300;8;sector_hotel;4
31/08/2025;1908;20.123.013.408.691.600;0.02619996549496182;3.966.951.948.026.540;8.199.606.485.473.880;20.669.790.289.627.700;8;sector_restoran;89
01/09/2025;1542;1.195.701.673.518.990;0.05522928460498209;2.940.332.225.203.290;40.061.234.356.123.100;0.013624730570489624;9;sector_reklame;34
02/09/2025;1897;13.336.563.874.351.900;0.086357595378746;4.287.275.972.227.770;36.466.461.555.963.200;0.8505741592607187;9;sector_parkir;92
03/09/2025;1358;306.430.479.589.997;0.01183614496193857;1.104.777.501.105.660;13.428.042.402.116.600;12.154.521.963.633.200;9;sector_reklame;46
04/09/2025;1526;9.544.776.433.284.630;0.06440400840326135;44.734.961.487.238;13.273.915.736.092.200;29.672.353.109.947.300;9;sector_parkir;75
05/09/2025;1312;22.735.067.734.045.000;0.034932290398266196;11.741.325.255.081.300;30.442.177.422.742.500;0.2592737766937172;9;sector_hotel;77
06/09/2025;1074;3.622.033.232.984.320;0.08761014247957585;2.859.841.726.640.030;300.227.850.018.617;0.10498058239444887;9;sector_parkir;31
07/09/2025;1545;1.578.999.735.020.050;0.035511503433767126;50.512.232.975.619.700;9.265.062.281.337.490;18.342.214.817.169.800;9;sector_reklame;25
08/09/2025;1870;14.868.990.613.009.900;0.0718080148253718;410.099.379.710.592;7.562.656.692.225.000;18.441.034.213.614.200;9;sector_hotel;74
09/09/2025;1195;3.736.404.932.042.330;0.07067976692026573;43.721.043.486.981.900;51.045.085.844.474.200;11.675.175.561.551.500;9;sector_parkir;24
10/09/2025;1842;5.555.961.550.259.970;0.0299344193973676;240.569.269.527.126;22.743.768.797.529.500;0.9454145511700539;9;sector_restoran;65
11/09/2025;1028;3.026.032.241.426.400;0.01313192798815151;4.109.812.704.204.930;1.839.780.910.213.870;0.04476556579650233;9;sector_parkir;25
12/09/2025;1705;2.685.167.120.608.480;0.04683246164068576;47.091.742.075.566.000;22.758.973.371.990.800;4.832.901.134.867.880;9;sector_hotel;28
13/09/2025;1015;4.860.040.934.311.820;0.036027383676928273;30.091.442.742.647.800;8.103.015.066.773.890;26.927.971.304.246.200;9;sector_reklame;36
14/09/2025;1422;907.405.632.722.979;0.08280799746523378;12.495.526.038.777.600;9.426.398.491.424.210;0.7543818853380866;9;sector_hotel;82
15/09/2025;1588;5.763.423.523.519.030;0.08203277696098107;4.899.191.998.999.660;12.347.158.782.291.100;25.202.439.065.079.000;9;sector_reklame;6
16/09/2025;1804;35.243.753.538.212.800;0.0511321556973363;828.407.978.739.901;6.834.585.122.035.230;8.250.264.721.534.170;9;sector_parkir;66
17/09/2025;1592;1.531.541.157.259.460;0.0645861002790897;5.994.492.146.537.390;7.812.038.861.118.540;0.1303202785181898;9;sector_parkir;67
18/09/2025;1404;4.004.632.854.306.260;0.06438335643882327;23.987.624.093.509.100;28.905.757.822.803.900;12.050.279.640.085.500;9;sector_hotel;72
19/09/2025;1939;5.359.363.920.451.950;0.08444423335848611;26.441.740.302.115.000;12.779.491.664.815.000;0.4833075099747815;9;sector_restoran;95
20/09/2025;1635;5.591.224.750.379.610;0.04825021727108778;10.563.384.003.273.800;5.205.338.422.701.680;0.4927718637406771;9;sector_parkir;48
21/09/2025;1530;9.414.486.063.648.360;0.03479020118114582;6.809.007.904.380.810;28.355.715.555.899.300;0.04164441568301854;9;sector_restoran;83
22/09/2025;1966;1.343.464.932.370.310;0.033853142632649276;11.205.326.079.497.600;2.486.715.507.753;0.022192263662035965;9;sector_restoran;70
23/09/2025;1613;25.638.308.877.237.700;0.05825730513539838;1.392.930.047.053.060;6.271.092.634.841.110;0.450208727143799;9;sector_hotel;78
24/09/2025;1903;7.206.675.299.791.520;0.05042333824589914;897.984.039.499.549;2.637.998.351.012.860;29.376.895.746.198.700;9;sector_parkir;67
25/09/2025;1076;8.599.376.433.402.260;0.049610869388644264;4.596.381.516.379.040;3.335.876.925.593.990;7.257.615.395.298.920;9;sector_restoran;48
26/09/2025;1228;77.240.547.441.814;0.01820236051807365;18.156.385.513.243.500;6.859.612.427.831.990;3.778.071.589.650.080;9;sector_parkir;65
27/09/2025;1961;6.755.272.920.921.330;0.0746743366621176;11.600.226.062.695.300;28.583.608.493.167.900;0.024640561605164413;9;sector_reklame;44
28/09/2025;1296;4.855.775.832.824.130;0.029236301918371968;1.333.348.455.860.380;461.566.954.282.919;346.171.289.473.672;9;sector_restoran;94
29/09/2025;1509;1.097.582.253.434.930;0.027725826718784922;4.674.344.765.464.230;5.318.563.057.107.120;0.1137820020551887;9;sector_hotel;63
30/09/2025;1714;35.182.051.492.928.000;0.04714824882496542;15.839.188.035.167.100;4.532.038.751.459.440;2.861.282.245.906.250;9;sector_hotel;46
01/10/2025;1983;24.696.207.263.265.700;0.03050005074560213;15.666.860.158.864.000;21.425.532.113.285.000;13.675.702.659.005.800;10;sector_restoran;19
02/10/2025;1965;2.934.226.450.588.360;0.06254724405772139;2.836.633.998.322.840;1.788.389.117.639.130;0.06304617087352533;10;sector_parkir;64
03/10/2025;1572;1.396.847.358.013.320;0.04343170054010244;49.289.211.804.191.300;62.407.783.914.103.800;12.661.550.394.035.100;10;sector_reklame;83
04/10/2025;1537;2.486.395.954.129.820;0.050402055033351115;13.508.327.719.254.700;12.369.025.339.086.200;0.9156592582111714;10;sector_reklame;73
05/10/2025;1582;6.571.763.231.929.020;0.0583452389443626;2.210.559.105.041.520;8.462.593.408.989.380;0.38282592805092247;10;sector_hotel;71
06/10/2025;1614;12.884.480.619.069.100;0.02831819702336244;38.663.853.247.721.300;7.541.527.899.762.680;0.19505370691957982;10;sector_hotel;50
07/10/2025;1978;5.037.295.954.784.010;0.024017646057897683;47.837.170.808.017.000;16.149.261.754.509.700;0.337588144987104;10;sector_parkir;63
08/10/2025;1325;25.495.653.587.849.300;0.08923797125862444;33.620.479.482.617.900;7.510.080.627.593.770;22.337.815.352.920.600;10;sector_hotel;41
09/10/2025;1362;5.821.788.871.257.940;0.049035133254827896;35.975.991.751.840.500;8.775.784.637.722.720;0.24393447436438667;10;sector_parkir;7
10/10/2025;1668;14.927.105.775.806.600;0.04708842486692853;4.058.326.854.616.970;8.796.252.012.641.300;0.02167457754821844;10;sector_restoran;9
11/10/2025;1874;12.628.142.193.475.000;0.013205093524555733;5.510.472.535.896.160;6.825.661.321.637.740;0.12386707813484626;10;sector_reklame;4
12/10/2025;1358;8.789.558.045.213.940;0.0548178672328654;9.314.370.046.736.770;1.054.332.852.345.110;1.131.942.200.121.720;10;sector_restoran;89
13/10/2025;1705;34.026.029.215.609.900;0.059875274944990016;5.473.074.432.924.110;6.607.881.734.494.070;12.073.436.631.417.500;10;sector_hotel;49
14/10/2025;1786;15.523.385.524.068.200;0.060295678385919996;13.821.344.949.577;20.116.589.301.204.200;0.14554726312521374;10;sector_reklame;76
15/10/2025;1323;5.374.201.424.148.760;0.07363280523905959;10.279.482.866.953.600;10.363.731.906.280.700;1.008.195.844.131.220;10;sector_reklame;6
16/10/2025;1697;21.962.723.690.514.200;0.02597336514919106;6.743.696.864.168.920;613.437.109.930.461;0.909645143140727;10;sector_restoran;82
17/10/2025;1325;8.453.088.060.036.490;0.0327000820807557;6.296.239.405.947.620;10.433.431.722.124.400;1.657.089.422.658.970;10;sector_parkir;21
18/10/2025;1624;53.539.071.693.505.000;0.08296574187073714;1.552.143.939.040.340;2.445.357.178.263.050;15.754.706.227.664.400;10;sector_reklame;15
19/10/2025;1824;32.107.064.892.677.400;0.09524535551590546;68.004.584.979.897;8.642.565.584.369.420;1.270.879.836.546.940;10;sector_parkir;67
20/10/2025;1164;22.609.874.556.711.300;0.02223394726305886;21.202.308.583.506.900;16.222.642.085.044.000;0.7651356464863194;10;sector_restoran;66
21/10/2025;1572;28.475.784.173.813.100;0.05478845990546964;25.868.890.528.348.300;22.392.823.477.053.600;0.8656275170562303;10;sector_restoran;56
22/10/2025;1603;43.549.697.167.621.400;0.029275862746562818;24.710.628.417.723.400;3.883.442.818.517.290;0.0157156780995984;10;sector_parkir;68
23/10/2025;1797;16.217.372.847.933.500;0.01540658515194842;28.990.498.721.758.300;28.034.490.135.343.200;9.670.233.825.367.890;10;sector_restoran;32
24/10/2025;1454;10.999.310.339.155.400;0.03929530043135219;11.241.870.112.023.200;2.303.452.046.383.910;0.20489936491263622;10;sector_reklame;66
25/10/2025;1968;9.613.081.425.410.610;0.022931886266579146;43.967.108.134.679.600;26.528.727.407.529.400;0.6033766725404569;10;sector_restoran;29
26/10/2025;1152;962.539.149.457.726;0.07389397660908217;2.017.332.740.167.410;7.117.324.663.203.400;0.35280866272029887;10;sector_restoran;66
27/10/2025;1736;6.965.002.460.646.120;0.058035287230430006;5.599.890.499.078.620;3.087.376.805.645.910;0.5513280672459394;10;sector_reklame;34
28/10/2025;1126;2.710.330.375.307.960;0.022945102389127982;11.729.780.874.563.100;8.468.080.454.108.390;7.219.299.784.595.330;10;sector_parkir;27
29/10/2025;1192;12.972.700.634.273.900;0.010831742956496294;38.200.552.219.530.600;8.266.268.926.320.620;0.21639134635583532;10;sector_restoran;60
30/10/2025;1626;15.585.983.460.350.400;0.08273413441217915;23.006.883.946.020.000;6.724.675.422.072.780;29.228.970.936.918.500;10;sector_parkir;39
31/10/2025;1773;25.932.813.082.718.800;0.025857496554782276;11.329.503.020.916.900;13.218.757.578.684.700;11.667.552.896.433.100;10;sector_reklame;44
01/11/2025;1529;18.889.876.410.145.900;0.06455949779986894;5.395.022.029.281.450;17.239.242.557.411.100;3.195.397.991.675.510;11;sector_parkir;82
02/11/2025;1009;14.507.202.388.698.900;0.040322972176907106;30.267.640.432.561.400;19.645.996.214.023.300;0.6490759085696196;11;sector_parkir;36
03/11/2025;1091;370.017.321.299.864;0.0626937344483532;12.476.902.944.245.900;13.480.007.932.087.500;0.10803969536610177;11;sector_hotel;19
04/11/2025;1138;4.697.763.115.257.930;0.03840882642840916;4.267.869.285.804.330;2.318.299.519.849.360;5.431.983.419.830.660;11;sector_hotel;91
05/11/2025;1480;12.279.914.576.074.100;0.017824560462302876;10.024.926.308.933.200;13.846.359.782.740.000;0.13811931735000854;11;sector_restoran;45
06/11/2025;1448;3.161.959.571.767.900;0.030065500770197824;1.708.677.345.976.590;4.514.352.121.730.540;0.2642015552181608;11;sector_hotel;84
07/11/2025;1332;40.474.373.079.027.100;0.026925270983116804;1.770.014.263.041.500;3.659.192.502.455.560;20.673.237.379.272.700;11;sector_hotel;21
08/11/2025;1868;9.086.573.793.343.500;0.048521741719567954;11.522.475.086.143.000;43.856.439.890.603.500;0.3806164870197512;11;sector_hotel;23
09/11/2025;1339;13.375.398.487.002.200;0.06924554050835417;3.045.225.014.676.840;5.414.570.870.406.620;17.780.528.021.116.400;11;sector_parkir;94
10/11/2025;1960;8.914.055.106.115.130;0.03374254674517218;4.848.507.919.988.700;4.663.589.828.876.110;0.9618608251932025;11;sector_parkir;89
11/11/2025;1051;19.948.532.788.526.400;0.011086294177055617;7.948.440.506.249.790;7.148.838.818.360.940;0.8994014376455196;11;sector_hotel;95
12/11/2025;1706;2.709.400.751.770.550;0.05670436278382813;553.998.508.918.321;5.361.396.604.210.400;9.677.637.246.133.560;11;sector_reklame;27
13/11/2025;1465;33.828.314.316.951.500;0.06451835404230749;33.967.343.781.723.800;9.843.784.968.003.660;2.898.014.349.093.760;11;sector_hotel;98
14/11/2025;1717;25.270.768.429.791.700;0.09665834446016287;11.750.686.917.871.900;23.649.579.357.604.100;20.126.124.985.625.200;11;sector_reklame;72
15/11/2025;1798;15.850.019.239.116.500;0.06305237227839222;17.197.256.450.621.500;4.104.962.603.149.790;23.869.869.097.645.700;11;sector_parkir;19
16/11/2025;1474;2.485.393.836.185.010;0.05240553034403277;3.798.016.933.292.600;50.404.498.132.513.500;0.13271267352885802;11;sector_reklame;41
17/11/2025;1400;779.073.335.922.579;0.06160614633079335;20.915.227.872.855.500;5.611.016.179.169.550;2.682.742.073.516.540;11;sector_parkir;26
18/11/2025;1438;2.364.220.299.182.540;0.09351105668758244;1.713.456.852.489.320;14.045.554.769.651.100;0.8197203652514274;11;sector_reklame;28
19/11/2025;1877;3.204.093.289.556.700;0.08455403310414816;1.189.965.127.808.720;6.297.425.283.701.140;0.05292109101799989;11;sector_parkir;64
20/11/2025;1604;21.456.649.631.125.000;0.039068086002742725;651.535.022.496.406;16.932.852.367.161.400;25.989.166.786.893.400;11;sector_parkir;68
21/11/2025;1931;18.162.737.849.494.200;0.03135289272914236;18.416.600.973.637.900;2.503.344.324.237.640;13.592.868.346.450.000;11;sector_hotel;95
22/11/2025;1996;432.420.587.051.815;0.03363702511294663;8.576.498.721.522.950;4.760.484.222.323.660;5.550.614.973.423.940;11;sector_restoran;80
23/11/2025;1921;4.940.690.977.891.590;0.05539789357436918;1.944.436.137.759.430;2.115.818.632.609.460;0.1088139945314694;11;sector_restoran;51
24/11/2025;1820;31.972.430.927.263.500;0.076964450610572;9.195.361.409.556.660;20.652.595.138.969.700;2.245.979.708.584.980;11;sector_parkir;74
25/11/2025;1656;19.589.384.410.773.700;0.0552897286464666;17.450.884.298.236.200;10.026.128.285.843.300;0.05745341103921408;11;sector_hotel;48
26/11/2025;1597;5.471.786.783.769.640;0.016101675624530132;1.629.961.653.242.310;6.295.565.968.186.120;0.3862401275307915;11;sector_restoran;10
27/11/2025;1508;11.114.835.401.869.500;0.07512226303959828;6.261.416.580.922.280;11.978.892.070.205.100;19.131.281.101.313.800;11;sector_restoran;73
28/11/2025;1152;5.678.861.923.532.390;0.08253731158038585;1.800.145.503.459.200;19.129.213.898.569.600;10.626.482.060.372.600;11;sector_hotel;39
29/11/2025;1513;4.102.633.774.184.940;0.03605480786077477;16.412.050.659.082.800;32.943.301.068.040.400;0.20072629406495798;11;sector_hotel;100
30/11/2025;1502;87.440.712.066.156;0.06977131653550155;8.647.750.663.756.120;18.848.662.499.755.600;0.021796029086214166;11;sector_restoran;100
01/12/2025;1853;2.669.276.534.739.510;0.04839327109489541;878.877.564.282.273;38.392.340.409.624.200;4.368.337.749.180.900;12;sector_restoran;19
02/12/2025;1900;14.387.298.861.947.100;0.09002074201546986;23.251.768.504.577.000;3.852.533.388.084.320;0.16568775778607842;12;sector_reklame;64
03/12/2025;1771;12.939.760.042.723.100;0.08607030023446659;13.782.672.973.682.900;7.424.788.051.557.930;0.5387045071543848;12;sector_reklame;19
04/12/2025;1675;11.475.067.934.199.000;0.05728887984786781;4.790.815.941.758.270;5.602.355.727.624.700;11.693.948.996.856.200;12;sector_parkir;76
05/12/2025;1005;2.832.359.028.131.620;0.07223549912322351;2.056.939.220.692.870;42.857.409.811.705.400;0.20835525610362463;12;sector_restoran;62
06/12/2025;1499;15.824.313.187.576.600;0.08950147309198936;2.416.595.594.368.800;43.797.327.533.492.600;1.812.356.508.285.860;12;sector_hotel;13
07/12/2025;1660;32.489.263.211.907.300;0.0546145309070448;9.003.127.064.804.350;9.078.499.848.216.070;1.008.371.844.901.130;12;sector_hotel;25
08/12/2025;1716;9.333.149.568.237.340;0.03819256664399398;10.833.559.143.145.000;25.314.462.307.592.100;0.02336670892096429;12;sector_restoran;100
09/12/2025;1117;10.017.504.341.548.400;0.07782995241186232;324.161.701.135.847;16.899.464.186.266.400;5.213.282.175.855.900;12;sector_parkir;89
10/12/2025;1484;8.028.302.293.622.110;0.029805962930622265;19.061.212.496.195.900;2.578.519.990.208.000;13.527.575.912.196.500;12;sector_hotel;92
11/12/2025;1600;1.540.543.046.450.650;0.044967803320543794;6.137.710.654.529.410;20.408.937.565.323.800;0.33251710147435426;12;sector_restoran;42
12/12/2025;1665;35.035.590.973.911.600;0.08791545133961143;17.706.922.259.435.600;3.855.513.568.359.060;0.021774046962365432;12;sector_restoran;39
13/12/2025;1950;9.601.122.734.890.430;0.07519801062423837;10.638.759.266.528.300;12.433.537.401.743.500;0.11687018279341928;12;sector_parkir;30
14/12/2025;1678;7.729.487.099.889.830;0.046342990472274935;12.924.609.774.777.900;6.813.965.048.482.010;0.52720857087533;12;sector_restoran;5
15/12/2025;1467;5.648.300.444.249.070;0.029327005216752168;33.818.812.416.275.600;13.676.428.599.488.700;0.4044029823148616;12;sector_hotel;81
16/12/2025;1160;13.187.094.193.275.600;0.042037155174901294;10.891.035.449.027.800;34.020.036.891.275.600;31.236.733.229.357.300;12;sector_reklame;18
17/12/2025;1269;10.408.205.174.885.700;0.035569373430468974;29.016.680.975.809.600;35.060.508.791.860.200;12.082.880.471.784.100;12;sector_parkir;21
18/12/2025;1055;6.667.113.115.305.840;0.025848035914946853;2.496.438.259.888.960;18.286.759.891.946.700;0.7325140054839583;12;sector_restoran;86
19/12/2025;1227;47.192.057.865.223.500;0.0768999622209091;36.414.687.138.261.500;3.178.455.658.301.570;0.8728499152645248;12;sector_parkir;50
20/12/2025;1848;11.145.305.346.277.700;0.03268628981651544;9.241.301.425.554.080;12.747.102.333.553.100;13.793.622.506.787.600;12;sector_restoran;6
21/12/2025;1148;4.600.961.580.046.260;0.05087507231509875;1.307.777.038.173.980;5.197.499.166.830.550;39.743.006.759.681.900;12;sector_reklame;50
22/12/2025;1045;5.930.304.960.991.720;0.044727350215249824;7.036.248.383.211.520;1.599.939.780.156.740;0.2273853469945998;12;sector_parkir;80
23/12/2025;1143;13.148.492.333.581.400;0.09838696407720678;60.592.962.525.464.400;32.847.754.944.591.100;54.210.511.543.789.800;12;sector_restoran;66
24/12/2025;1749;1.156.458.929.889.560;0.045198301973339856;1.723.371.135.015.490;26.035.210.224.227.500;0.15107140705355682;12;sector_reklame;1
25/12/2025;1783;5.236.652.099.308.660;0.017198423451707932;11.943.564.545.133.400;1.081.582.415.186.130;0.9055775694927218;12;sector_hotel;57
26/12/2025;1631;32.102.627.568.720.400;0.018084317731487564;684.276.338.395.712;6.106.695.170.341.900;8.924.311.462.616.210;12;sector_restoran;30
27/12/2025;1339;4.652.638.622.902.140;0.06316783492177584;4.598.926.330.757.040;6.946.254.299.088.630;0.15104078211979496;12;sector_reklame;58
28/12/2025;1412;1.318.188.495.464.860;0.06394271965644391;2.888.246.968.858.300;8.193.642.119.044.770;28.368.910.994.767.300;12;sector_reklame;52
29/12/2025;1731;2.222.443.514.474.500;0.04768830914343895;9.767.732.868.578.040;4.753.968.895.178.240;48.670.136.244.935.100;12;sector_parkir;37
30/12/2025;1519;2.628.094.284.026.740;0.04886593230808268;5.707.262.598.069.850;20.489.693.715.006.800;35.901.088.066.170.700;12;sector_restoran;48
